timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1785152174997,20135,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-3,true,,1549,271,9,9,https://studyflow-assignment2-backend.onrender.com/api/auth/login,20132,0,57
1785152195653,249,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-3,true,,1054,139,10,10,https://studyflow-frontend-hace.onrender.com/,249,0,104
1785152196409,263,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-3,true,,251719,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,220,0,0
1785152171998,24810,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-2,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,24810,0,66
1785152177996,18812,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-4,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,18812,0,53
1785152197313,77,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-2,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,77,0,49
1785152197315,84,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-4,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,84,0,54
1785152169047,28365,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-1,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,28364,0,258
1785152186991,10515,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-7,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,10515,0,55
1785152180996,16512,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-5,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,16512,0,52
1785152183991,13517,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-6,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,13517,0,60
1785152189994,7719,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-8,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,7718,0,48
1785152197178,738,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-3,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,736,0,0
1785152197896,69,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-2,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,30,0,0
1785152197905,73,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-4,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,33,0,0
1785152197918,74,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-1,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,74,0,48
1785152192995,5022,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-9,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,5022,0,59
1785152198014,71,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-6,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,71,0,44
1785152198014,72,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-7,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,72,0,46
1785152198015,74,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-5,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,74,0,45
1785152195990,2216,POST /api/auth/login,200,OK,Light Load - 10 users / 30s ramp 1-10,true,,1549,271,10,10,https://studyflow-assignment2-backend.onrender.com/api/auth/login,2216,0,53
1785152198219,71,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-8,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,71,0,42
1785152198497,73,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-1,true,,251715,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,31,0,0
1785152198524,79,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-9,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,79,0,51
1785152198592,77,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-7,true,,251715,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,35,0,0
1785152198595,73,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-5,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,32,0,0
1785152198591,81,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-6,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,40,0,0
1785152198713,78,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-10,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,78,0,52
1785152198471,340,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-2,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,339,0,0
1785152198484,341,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-4,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,338,0,0
1785152198796,67,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-8,true,,251715,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,26,0,0
1785152199110,72,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-9,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,30,0,0
1785152199297,72,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-10,true,,251715,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,30,0,0
1785152199077,554,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-1,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,553,0,0
1785152199175,457,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-5,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,456,0,0
1785152199175,530,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-7,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,529,0,0
1785152198423,1290,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-3,true,,844139,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,1207,0,0
1785152199175,731,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-6,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,730,0,0
1785152199689,519,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-9,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,519,0,0
1785152200219,28,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-3,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,28,0,0
1785152199365,907,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-8,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,906,0,0
1785152199875,397,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-10,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,396,0,0
1785152200753,52,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-3,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,34,0,0
1785152199317,2099,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-2,true,,844153,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,2029,0,0
1785152199330,2430,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-4,true,,844155,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,2347,0,0
1785152201922,27,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-2,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,27,0,0
1785152202265,33,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-4,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,33,0,0
1785152202452,39,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-2,true,,251715,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,31,0,0
1785152200138,2587,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-5,true,,844146,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,2512,0,0
1785152202803,44,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-4,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,33,0,0
1785152200138,3042,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-1,true,,844161,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,2967,0,0
1785152203231,27,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-5,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,27,0,0
1785152203684,29,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-1,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,28,0,0
1785152203764,39,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-5,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,29,0,0
1785152200413,3509,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-6,true,,844146,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,3437,0,0
1785152201312,2915,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-3,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,2915,0,0
1785152204220,42,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-1,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,32,0,0
1785152200210,4114,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-7,true,,844146,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,4039,0,0
1785152204429,29,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-6,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,29,0,0
1785152204830,30,GET index.html (frontend entry),200,OK,Light Load - 10 users / 30s ramp 1-7,true,,1058,139,10,10,https://studyflow-frontend-hace.onrender.com/,30,0,0
1785152202998,1905,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-2,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,1905,0,0
1785152200778,4143,GET /api/tasks (list),200,OK,Light Load - 10 users / 30s ramp 1-10,true,,844146,431,10,10,https://studyflow-assignment2-backend.onrender.com/api/tasks,4072,0,0
1785152204961,42,GET main JS bundle,200,OK,Light Load - 10 users / 30s ramp 1-6,true,,251723,163,10,10,https://studyflow-frontend-hace.onrender.com/assets/index-CYlsibpx.js,31,0,0
1785152204308,1046,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-5,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,1045,0,0
1785152203353,2000,GET /api/courses (list),200,OK,Light Load - 10 users / 30s ramp 1-4,true,,14189,433,10,10,https://studyflow-assignment2-backend.onrender.com/api/courses,1999,0,0
